major_category	major_preprocessed	major_original	realistic	investigative	artistic	social	enterprising	conventional
engineering	mechan engin	mechanical engineering	0.21875	0.875	0.0	0.15625	0.0	0.15625
engineering	engin	Engineering 	0.0	0.28125	0.125	0.0	0.21875	0.21875
engineering	engin	Enginering	0.75	0.46875	0.375	0.5	0.65625	0.65625
engineering	architectur	Architecture	0.03125	0.1875	0.46875	0.4375	0.5	0.09375
engineering	engin	Engineering 	0.3125	0.1875	0.21875	0.40625	0.25	0.09375
engineering	architectur	Architecture	0.53125	0.625	0.59375	0.28125	0.46875	0.625
engineering	engin	Engineering	0.625	0.71875	0.25	0.3125	0.09375	0.4375
engineering	engin	Engineering	0.03125	0.4375	0.75	0.625	0.5625	0.0625
engineering	engin	Engineering	0.5	0.53125	0.25	0.34375	0.0625	0.1875
engineering	mechan engin	Mechanical Engineering	0.65625	0.8125	0.15625	0.15625	0.15625	0.5625
engineering	engin	engineering	0.25	0.96875	0.875	0.53125	0.21875	0.03125
engineering	engin	Engineering	0.5625	0.78125	0.5	0.6875	0.5	0.5
engineering	mechan engin	mechanical engineering	0.46875	0.46875	0.15625	0.53125	0.59375	0.65625
engineering	engin	Engineering	0.375	0.6875	0.625	0.5625	0.375	0.0625
engineering	mechan engin	Mechanical engineering 	0.5	0.625	0.46875	0.46875	0.5	0.34375
engineering	architectur	ARCHITECTURE	0.34375	0.65625	0.5	0.40625	0.4375	0.21875
engineering	electr engin	Electrical engineering	0.5	0.625	0.4375	0.5625	0.4375	0.5
engineering	engin	Engineering	0.21875	0.46875	0.0	0.0	0.0	0.15625
engineering	engin	Engineering 	0.84375	0.96875	0.65625	1.0	0.5625	0.75
engineering	architectur	architecture	0.59375	0.21875	0.3125	0.875	0.46875	0.53125
engineering	engin	Engineering 	0.09375	0.125	0.09375	0.375	0.5625	0.0625
engineering	civil engin	civil engineering	0.15625	0.09375	0.0625	0.0	0.09375	0.03125
engineering	biomed engin	Biomedical Engineering	0.3125	0.6875	0.75	0.90625	0.78125	0.46875
engineering	engin	Engineering	0.75	0.59375	0.375	0.71875	0.4375	0.34375
engineering	engin	Engineering	0.46875	0.71875	0.4375	0.4375	0.28125	0.5
engineering	engin	engineering	0.375	0.5625	0.40625	0.5	0.3125	0.09375
engineering	engin	engineering	0.28125	0.75	0.75	0.6875	0.1875	0.09375
engineering	civil engin	Civil engineering	0.875	0.59375	0.3125	0.25	0.125	0.5
engineering	engin	engineering	0.46875	0.4375	0.5	0.625	0.53125	0.53125
engineering	engin	engineering	0.625	0.53125	0.46875	0.34375	0.1875	0.34375
engineering	materi scienc	Materials science	0.9375	0.84375	0.53125	0.59375	0.40625	0.8125
engineering	engin	engineering	0.03125	0.09375	0.625	0.5625	0.28125	0.15625
engineering	engin	engineering	0.46875	0.46875	0.53125	0.40625	0.4375	0.53125
engineering	architectur	Architecture	0.65625	0.71875	0.65625	0.46875	0.46875	0.59375
engineering	mechan engin	Mechanical Engineering	0.71875	0.8125	0.21875	0.15625	0.03125	0.25
engineering	mechan engin	mechanical engineering	0.21875	0.53125	0.75	0.65625	0.34375	0.03125
engineering	engin	Engineering 	0.5	0.71875	0.6875	0.46875	0.46875	0.59375
engineering	civil engin	civil engineering	0.4375	0.5625	0.15625	0.4375	0.3125	0.34375
engineering	mechan engin	Mechanical Engineering	0.46875	0.59375	0.125	0.0	0.09375	0.34375
engineering	civil engin	Civil engineering	0.625	0.90625	0.90625	0.8125	0.78125	0.75
engineering	engin	Engineering	0.5625	0.8125	0.46875	0.78125	0.4375	0.5
engineering	mechan engin	Mechanical Engineering	0.28125	0.0	0.59375	0.90625	0.78125	0.625
engineering	comput engin	Computer Engineering	0.21875	0.65625	0.75	0.375	0.3125	0.25
engineering	architectur	Architecture	0.5625	0.875	0.5	0.625	0.5	0.46875
engineering	engin	Engineering	0.5625	0.5625	0.25	0.5	0.40625	0.625
engineering	chemic engin	Chemical engineering 	0.125	0.6875	0.03125	0.28125	0.15625	0.15625
engineering	civil engin	civil engineering 	0.375	0.1875	0.1875	0.59375	0.46875	0.4375
engineering	engin	Engineering	0.5625	0.375	0.15625	0.21875	0.21875	0.3125
engineering	civil engin	Civil engineering 	0.53125	1.0	0.25	0.5	0.84375	0.78125
engineering	chemic engin	Chemical Engineering	0.90625	0.8125	0.90625	0.5	0.65625	0.5625
engineering	engin	Engineering	0.125	0.09375	0.1875	0.09375	0.15625	0.21875
engineering	mechan engin	Mechanical engineering.	0.46875	0.4375	0.5	0.9375	0.4375	0.5
engineering	engin	Engineering	0.28125	0.5	0.8125	0.34375	0.59375	0.46875
engineering	architectur	architecture	0.40625	0.71875	0.6875	0.9375	0.65625	0.4375
engineering	chemic engin	Chemical engineering	0.3125	0.125	0.0	0.59375	0.1875	0.59375
engineering	engin	engineering	0.3125	0.28125	0.46875	0.78125	0.71875	0.40625
engineering	civil engin	Civil engineering	0.59375	0.75	0.375	0.59375	0.34375	0.5
engineering	mechan engin	Mechanics engineering	0.28125	0.40625	0.46875	0.53125	0.3125	0.25
engineering	architectur	architecture	0.46875	0.9375	0.71875	0.3125	0.15625	0.15625
engineering	engin	engineering	0.78125	0.71875	0.75	0.71875	0.3125	0.5
engineering	architectur	architecture	0.0	0.34375	0.65625	0.46875	0.25	0.375
engineering	engin	Engineering	0.6875	0.65625	0.34375	0.3125	0.40625	0.5625
engineering	engin	engineering	0.5	0.15625	0.1875	0.75	0.59375	0.65625
engineering	engin	engineering	0.03125	0.75	0.6875	0.6875	0.40625	0.28125
engineering	engin	engineer	0.3125	0.40625	0.0625	0.59375	0.3125	0.21875
engineering	mechan engin	mechanical engineering	0.25	0.34375	0.3125	0.09375	0.03125	0.03125
engineering	engin	Engineering 	0.71875	0.875	0.53125	0.625	0.75	0.71875
engineering	engin	Engineering	0.8125	0.5	0.78125	0.46875	0.25	0.25
engineering	engin	engineering	0.8125	0.40625	0.25	0.59375	0.25	0.3125
engineering	chemic engin	Chemical engineering	0.6875	0.75	0.78125	0.59375	0.6875	0.59375
engineering	engin	Engineering	0.25	0.78125	0.65625	0.46875	0.28125	0.5
engineering	engin	engineering	0.5625	0.53125	0.4375	0.28125	0.375	0.5625
engineering	aerospac engin	Aerospace engineering 	0.40625	0.9375	0.78125	0.6875	0.3125	0.0
engineering	engin	engineering	0.53125	0.59375	0.34375	0.5625	0.53125	0.40625
engineering	architectur	architecture	0.5	0.5625	0.78125	0.34375	0.25	0.125
engineering	engin	engineering	0.34375	0.21875	0.40625	0.5625	0.375	0.375
engineering	architectur	architecture	0.21875	0.34375	0.375	0.34375	0.15625	0.0625
engineering	engin	Engineering	0.25	0.59375	0.5	0.5	0.5625	0.46875
engineering	engin	engineering	0.3125	0.71875	0.28125	0.3125	0.6875	0.625
engineering	civil engin	civil engineering	0.96875	0.9375	0.875	0.875	0.875	0.9375
engineering	civil engin	Civil engineering	0.53125	0.625	0.6875	0.65625	0.78125	0.5625
engineering	civil engin	Civil engineering	0.53125	0.65625	0.46875	0.625	0.46875	0.375
engineering	engin	Engineering	0.5625	0.71875	0.5625	0.5625	0.25	0.3125
engineering	civil engin	civil engineering	0.46875	0.75	0.28125	0.125	0.21875	0.21875
engineering	engin	engineering	0.625	0.3125	0.375	0.4375	0.40625	0.59375
engineering	engin	Engineering 	0.34375	0.4375	0.53125	0.46875	0.21875	0.53125
engineering	engin	engineering	0.34375	0.84375	0.59375	0.5	0.375	0.59375
engineering	engin	Engineering 	0.46875	0.3125	0.28125	0.09375	0.1875	0.375
engineering	engin	engineering	0.78125	0.5625	0.5	0.9375	0.875	0.96875
engineering	architectur	architectural	0.53125	0.71875	0.8125	0.46875	0.75	0.5
engineering	civil engin	civil Engineering	0.0625	0.375	0.25	0.1875	0.15625	0.15625
engineering	engin	Engineering	0.1875	0.40625	0.3125	0.8125	0.65625	0.59375
engineering	engin	Engineering	0.5625	0.25	0.4375	0.46875	0.5625	0.625
engineering	civil engin	civil engineering	0.46875	0.9375	0.28125	0.625	0.3125	0.53125
engineering	civil engin	civil engineering	0.25	0.59375	0.5	0.59375	0.53125	0.125
engineering	engin	Engineering 	0.125	0.5625	0.0	0.1875	0.375	0.5625
engineering	environment engin	Environmental Engineering	0.65625	0.875	0.78125	0.28125	0.1875	0.625
engineering	engin	engineering	0.59375	0.875	0.46875	0.40625	0.4375	0.375
engineering	engin	Engineering	0.71875	0.90625	0.59375	0.3125	0.28125	0.25
engineering	environment engin	Environmental engineering	0.40625	0.78125	0.375	0.78125	0.40625	0.53125
engineering	mechan engin	Mechanical engineering	0.4375	0.5625	0.3125	0.5	0.3125	0.46875
engineering	civil engin	Civil Engineering	0.40625	0.65625	0.65625	0.84375	0.3125	0.375
engineering	engin	Engineering	0.59375	0.6875	0.59375	0.53125	0.375	0.5
engineering	electr engin	Electrical Engineering	0.34375	0.71875	0.40625	0.53125	0.34375	0.53125
engineering	engin	engineering	0.625	1.0	0.6875	0.5	0.53125	0.46875
engineering	mechan engin	mechanical engineering	0.46875	0.625	0.34375	0.46875	0.3125	0.34375
engineering	engin	Engineering	0.59375	0.3125	0.75	0.71875	0.75	0.59375
engineering	engin	Engineering	0.3125	0.59375	0.625	0.46875	0.25	0.40625
engineering	chemic engin	chemical engineering	0.3125	0.21875	0.375	0.46875	0.4375	0.34375
engineering	architectur	Architecture 	0.21875	0.15625	0.1875	0.71875	0.40625	0.21875
engineering	engin	Engineering	0.21875	0.5625	0.625	0.8125	0.75	0.53125
engineering	mechan engin	mechanical engineering	0.25	0.75	0.625	0.875	0.40625	0.5
engineering	engin	Engineering	0.625	0.375	0.34375	0.5	0.5	0.8125
engineering	engin	Engineering 	0.625	0.28125	0.125	0.4375	0.46875	0.75
engineering	architectur	Architecture	0.53125	0.90625	0.9375	0.65625	0.46875	0.3125
engineering	engin	Engineering	0.65625	0.25	0.53125	0.53125	0.5625	0.59375
engineering	electr engin	Electrical Engineer 	0.53125	0.53125	0.09375	0.84375	0.4375	0.53125
engineering	civil engin	civil engineering	0.0	0.09375	0.09375	0.09375	0.28125	0.1875
engineering	civil engin	civil engineering	0.46875	0.4375	0.25	0.3125	0.25	0.46875
engineering	chemic engin	Chemical Engineering	0.8125	0.625	0.65625	0.75	0.71875	0.78125
engineering	mechan engin	mechanical engineering	0.5625	0.75	0.875	0.875	0.5625	0.40625
engineering	engin	engineering	0.40625	0.46875	0.3125	0.90625	0.625	0.5
engineering	engin	Engineering	0.0	0.0	0.0	0.03125	0.25	0.375
engineering	chemic engin	Chemical Engineering	0.625	0.4375	1.0	0.90625	0.59375	0.53125
engineering	architectur	Architecture	0.65625	0.21875	0.65625	0.78125	0.5	0.34375
engineering	architectur	Architecture	0.40625	0.875	0.78125	0.5625	0.3125	0.34375
engineering	electr engin	electrical engineering	0.5	0.65625	0.625	0.59375	0.375	0.34375
engineering	civil engin	Civil Engineering	0.59375	0.6875	0.65625	0.5	0.4375	0.71875
engineering	environment engin	Environmental Engineering	0.5625	0.8125	0.28125	0.40625	0.375	0.34375
engineering	engin	engineering	0.375	0.625	0.34375	0.5625	0.21875	0.21875
engineering	architectur	architecture	0.0625	0.25	0.4375	0.34375	0.21875	0.15625
engineering	architectur	Architecture	0.53125	0.75	0.5625	0.625	0.4375	0.65625
engineering	electr engin	Electrical Engineering	0.375	0.65625	0.59375	0.90625	0.28125	0.0
engineering	civil engin	civil engineering	0.65625	0.1875	0.28125	0.78125	0.78125	0.90625
engineering	engin	ENGINEERING	0.65625	0.875	0.40625	0.40625	0.6875	0.6875
engineering	engin	engineering	0.65625	0.46875	0.59375	0.28125	0.71875	0.71875
engineering	engin	engineering	0.5	0.46875	0.5	0.625	0.3125	0.5
engineering	electr engin	electrical engineering	0.15625	0.3125	0.3125	0.71875	0.3125	0.71875
engineering	engin	Engineering	0.625	0.53125	0.375	0.21875	0.28125	0.5625
engineering	architectur	ARCHITECTURE	0.46875	0.75	1.0	0.59375	0.59375	0.25
engineering	civil engin	civil engineering	0.5	0.5	0.59375	0.75	0.46875	0.3125
engineering	engin	Engineering	0.84375	0.71875	0.6875	0.75	0.53125	0.53125
engineering	engin	Engineering	0.75	0.6875	0.5625	0.71875	0.65625	0.4375
engineering	engin	Engineering	0.34375	0.53125	0.71875	0.5625	0.34375	0.03125
engineering	engin	Engineering 	0.625	0.40625	0.28125	0.375	0.4375	0.40625
engineering	engin	Engineering 	0.09375	0.3125	0.21875	0.75	0.59375	0.125
engineering	engin	engineering	0.59375	0.46875	0.5625	0.46875	0.53125	0.3125
engineering	engin	Engineering	0.46875	0.46875	0.6875	0.46875	0.625	0.625
engineering	engin	engineering	0.4375	0.75	0.46875	0.34375	0.40625	0.4375
engineering	engin	engineering	0.71875	0.59375	0.46875	0.3125	0.46875	0.3125
engineering	engin	Engineering 	0.15625	0.3125	0.875	0.65625	0.75	0.34375
engineering	engin	Engineering	0.25	0.0	0.0	0.125	0.0	0.21875
engineering	engin	engineering	0.5625	0.4375	0.6875	0.4375	0.5625	0.53125
engineering	engin	engineering	0.46875	0.4375	0.34375	0.25	0.65625	0.15625
engineering	engin	engineering	0.03125	0.34375	0.0	0.3125	0.1875	0.0625
engineering	chemic engin	Chemical engineering	0.46875	0.5625	0.71875	0.90625	0.25	0.15625
engineering	mechan engin	mechanical engineering	0.8125	0.78125	0.21875	0.1875	0.0	0.5
engineering	civil engin	CIVIL ENGINEERING	0.3125	0.25	0.5	0.5625	0.71875	0.6875
engineering	engin	engineering	0.875	0.84375	0.1875	0.375	0.46875	0.65625
engineering	biomed engin	Biomedical Engineering	0.4375	0.5625	0.65625	0.65625	0.3125	0.28125
engineering	engin	engineering	0.6875	0.1875	0.28125	0.375	0.53125	0.59375
engineering	architectur	Architecture	0.0	0.15625	0.53125	0.09375	0.21875	0.0
engineering	engin	Engineering	0.46875	0.625	0.5625	0.5	0.53125	0.375
engineering	engin	engineering	0.25	0.5625	0.34375	0.8125	0.4375	0.625
engineering	engin	engineering	0.84375	0.75	0.375	0.5	0.53125	0.875
engineering	engin	Engineering	0.8125	0.03125	0.375	0.28125	0.9375	0.71875
engineering	engin	engineering	0.90625	0.6875	0.84375	0.6875	0.9375	0.875
engineering	electr engin	Electrical engineering	0.65625	0.5	0.5625	0.5	0.65625	0.71875
engineering	civil engin	civil engineering	0.28125	0.75	0.28125	0.59375	0.28125	0.375
engineering	engin	Engineering	0.0625	0.1875	0.125	0.28125	0.03125	0.0625
engineering	civil engin	Civil engineering	0.875	0.59375	0.6875	0.59375	0.53125	0.40625
engineering	engin	engineering	0.625	0.59375	0.46875	0.5	0.53125	0.53125
engineering	engin	engineering	0.34375	0.34375	0.21875	0.28125	0.21875	0.03125
engineering	engin	engineering	0.6875	0.65625	0.71875	0.9375	0.9375	0.90625
engineering	engin	enginering	0.75	0.78125	0.75	0.6875	0.625	0.65625
engineering	engin	Engineering	0.65625	0.5625	0.625	0.375	0.3125	0.53125
engineering	environment engin	environmental engineering	0.5	0.625	0.8125	0.6875	0.65625	0.0
engineering	engin	Engineering	0.34375	0.40625	0.4375	0.3125	0.34375	0.15625
engineering	engin	engineering	0.8125	0.5	0.28125	0.25	0.3125	0.78125
engineering	engin	engineering 	0.1875	0.65625	0.09375	0.1875	0.15625	0.28125
engineering	engin	engineering	0.5625	0.5	0.46875	0.5	0.53125	0.5
engineering	engin	engineering	0.78125	0.5	0.5625	0.71875	0.75	0.53125
engineering	engin	Engineering	0.46875	0.59375	0.6875	0.6875	0.40625	0.5
engineering	engin	Engineering	0.6875	0.21875	0.5	0.625	0.5	0.65625
engineering	engin	engineering	0.0	0.21875	0.03125	0.15625	0.0625	0.03125
engineering	electr engin	Electrical Engineering	0.875	0.875	0.25	0.71875	1.0	1.0
engineering	engin	engineering	0.5625	0.4375	0.25	0.4375	0.6875	0.59375
engineering	engin	Engineering	0.75	0.75	0.6875	0.8125	0.53125	0.6875
engineering	mechan engin	Mechanical Engineering	0.40625	0.84375	0.40625	0.59375	0.375	0.28125
engineering	engin	ENGINEERING	0.40625	0.6875	0.59375	0.78125	0.3125	0.34375
engineering	engin	Engineering 	0.21875	0.125	0.0625	0.125	0.0	0.125
engineering	mechan engin	Mechanical engineering	0.53125	0.375	0.625	0.5	0.625	0.5
engineering	engin	engineering	0.5	0.6875	0.3125	0.53125	0.53125	0.53125
engineering	engin	engineering	0.71875	0.625	0.0	0.09375	0.1875	0.71875
engineering	comput engin	Computer Engineering	0.5	0.375	0.28125	0.375	0.25	0.5
engineering	engin	Engineering 	0.59375	0.8125	0.84375	0.875	0.84375	0.5625
engineering	engin	Engineering	0.34375	0.375	0.3125	0.71875	0.71875	0.71875
engineering	engin	engineer	0.84375	0.71875	0.1875	0.53125	0.125	0.25
engineering	mechan engin	Mechanical engineering	0.59375	0.4375	0.15625	0.53125	0.21875	0.625
engineering	civil engin	Civil engineering 	0.46875	0.4375	0.375	0.625	0.5625	0.6875
engineering	engin	Engineering	0.40625	0.3125	0.28125	0.40625	0.125	0.34375
engineering	engin	Engineering	0.375	0.6875	0.25	0.0625	0.3125	0.3125
engineering	mechan engin	Mechanical Engineering	0.5	0.75	0.5625	0.40625	0.25	0.1875
engineering	engin	engineering	0.75	0.625	0.25	0.75	0.59375	0.8125
engineering	engin	engineering	0.1875	0.96875	0.9375	0.21875	0.46875	0.09375
engineering	civil engin	civil engineering	0.59375	0.46875	0.75	0.75	0.59375	0.65625
engineering	engin	engineering	0.71875	0.25	0.21875	0.71875	0.46875	0.15625
engineering	engin	Engineering	0.3125	0.21875	0.59375	0.59375	0.59375	0.46875
engineering	engin	engineering	0.71875	0.125	0.1875	0.53125	0.9375	0.96875
engineering	engin	engineering	0.53125	0.6875	0.1875	0.46875	0.6875	0.5625
engineering	chemic engin	chemical engineering	0.34375	0.84375	0.125	0.46875	0.28125	0.4375
engineering	engin	Engineering	0.25	0.53125	0.5	0.71875	0.96875	0.625
engineering	architectur	Architecture	0.03125	0.84375	0.40625	0.15625	0.125	0.125
engineering	civil engin	civil engineering	0.3125	0.75	0.625	0.40625	0.46875	0.40625
engineering	engin	Engineering	0.1875	0.59375	0.59375	0.75	0.53125	0.40625
engineering	engin	engineering	0.09375	0.78125	0.625	0.28125	0.28125	0.125
engineering	engin	General engineering	0.1875	0.625	0.53125	0.3125	0.125	0.40625
engineering	engin	Engineering	0.375	0.34375	0.28125	0.40625	0.40625	0.5
engineering	engin	Engineering 	0.53125	0.625	0.3125	0.21875	0.40625	0.59375
engineering	engin	engineering	0.59375	0.46875	0.6875	0.5	0.4375	0.4375
engineering	civil engin	Civil engineering	0.3125	0.75	0.0	0.09375	0.125	0.34375
engineering	engin	engineering	0.34375	0.59375	0.125	0.65625	0.3125	0.75
engineering	engin	engineering	0.53125	0.65625	0.53125	0.3125	0.21875	0.3125
engineering	mechan engin	Mechanical Engineering	0.65625	0.59375	0.78125	0.34375	0.3125	0.25
engineering	engin	Engineering	0.59375	0.59375	0.34375	0.40625	0.375	0.4375
engineering	engin	Engineering	0.625	0.375	0.1875	0.3125	0.125	0.0625
engineering	chemic engin	CHEMICAL ENGINEERING	0.5625	0.625	0.59375	0.5625	0.4375	0.5625
engineering	engin	Engineering 	0.875	0.34375	0.21875	0.5625	0.3125	0.5
engineering	engin	Engineering	0.4375	0.21875	0.125	0.0625	0.3125	0.59375
engineering	engin	general engineering	0.25	0.59375	0.78125	0.65625	0.4375	0.375
engineering	civil engin	civil engineering	0.25	0.125	0.375	0.53125	0.34375	0.46875
engineering	engin	engineering	0.3125	0.4375	0.28125	0.25	0.5625	0.34375
engineering	engin	engineering	0.3125	0.09375	0.28125	0.4375	0.1875	0.25
engineering	engin	Engineering	0.34375	0.09375	0.625	0.625	0.46875	0.125
engineering	engin	engineering	0.71875	0.75	0.25	0.71875	0.34375	0.25
engineering	electr engin	electrical engineering	0.46875	0.90625	0.65625	0.5	0.34375	0.1875
engineering	engin	Engineering	0.1875	0.75	0.75	0.75	0.59375	0.15625
engineering	engin	Engineering	0.71875	0.9375	0.4375	0.65625	0.75	0.59375
engineering	comput engin	computer engineering	0.5	0.53125	0.875	0.8125	0.78125	0.53125
engineering	civil engin	civil engineering	0.53125	0.34375	0.65625	0.34375	0.4375	0.40625
engineering	chemic engin	chemical engineer	0.6875	0.9375	0.3125	1.0	1.0	1.0
engineering	engin	Engineering	0.3125	0.6875	0.46875	0.4375	0.25	0.375
engineering	engin	engineering	0.0625	0.375	0.875	0.25	0.3125	0.25
engineering	engin	Engineering 	0.34375	0.5	0.15625	0.15625	0.53125	0.65625
engineering	engin	Engineering	0.5625	0.5625	0.59375	0.6875	0.84375	0.4375
